Farm_ID,Date,Crop,Disease,Growth_Stage,Weather_Condition,Severity,Treatment_Applied,Treatment_Type,Dosage,Cost_Per_Acre,Outcome,Analyst_Notes
e2150f11,8/29/2025,Grape,Black Rot,Harvest Ready,Hot,Low,Captan,Chemical,2.0 pts/acre,20,Success,Captan used during Harvest Ready stage under Hot conditions for Low Black Rot. Outcome: Success. Recommended.
4bcf1f9d,6/19/2025,Tomato,Early Blight,Vegetative,Dry/Sunny,Critical,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,42,Success,Azoxystrobin (Quadris) used during Vegetative stage under Dry/Sunny conditions for Critical Early Blight. Outcome: Success. Recommended.
a5ce73f6,5/10/2025,Grape,Esca (Black Measles),Flowering,Cold,Low,Trichoderma species,Organic,2.0 pts/acre,44,Partial Control,Trichoderma species used during Flowering stage under Cold conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
33fa9464,12/9/2025,Tomato,Early Blight,Flowering,Cold,Low,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,48,Success,Azoxystrobin (Quadris) used during Flowering stage under Cold conditions for Low Early Blight. Outcome: Success. Recommended.
4ef84a28,8/7/2025,Apple,Black Rot,Seedling,Rainy,High,Captan,Chemical,3.0 pts/acre,18,Partial Control,Captan used during Seedling stage under Rainy conditions for High Black Rot. Outcome: Partial Control. Recommended.
ed7ce333,3/30/2025,Potato,Early Blight,Seedling,Hot,Critical,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,27,Success,Chlorothalonil (Bravo) used during Seedling stage under Hot conditions for Critical Early Blight. Outcome: Success. Recommended.
09a02d7f,1/23/2026,Grape,Black Rot,Flowering,Dry/Sunny,High,Lime Sulfur,Organic,3.0 pts/acre,12,Failure,Lime Sulfur used during Flowering stage under Dry/Sunny conditions for High Black Rot. Outcome: Failure. Recommended.
8bea4c91,3/30/2025,Potato,Late Blight,Harvest Ready,Dry/Sunny,Low,Fixed Copper,Organic,2.0 pts/acre,14,Partial Control,Fixed Copper used during Harvest Ready stage under Dry/Sunny conditions for Low Late Blight. Outcome: Partial Control. Recommended.
4570db32,11/22/2025,Grape,Esca (Black Measles),Seedling,Hot,High,Trichoderma species,Organic,3.0 pts/acre,39,Failure,Trichoderma species used during Seedling stage under Hot conditions for High Esca (Black Measles). Outcome: Failure. Recommended.
a292afe1,8/14/2025,Tomato,Late Blight,Fruiting,Cold,Critical,Fixed Copper,Organic,3.0 pts/acre,10,Failure,Fixed Copper used during Fruiting stage under Cold conditions for Critical Late Blight. Outcome: Failure. Recommended.
900a0c6c,11/20/2025,Tomato,Late Blight,Fruiting,Cold,Critical,Fixed Copper,Organic,3.0 pts/acre,14,Failure,Fixed Copper used during Fruiting stage under Cold conditions for Critical Late Blight. Outcome: Failure. Recommended.
82ec1b72,10/7/2025,Grape,Black Rot,Flowering,Humid,Moderate,Thiophanate-methyl,Chemical,2.0 pts/acre,29,Success,Thiophanate-methyl used during Flowering stage under Humid conditions for Moderate Black Rot. Outcome: Success. Recommended.
d7c8dfd1,1/18/2026,Tomato,Early Blight,Flowering,Hot,Critical,Copper Hydroxide,Organic,3.0 pts/acre,19,Failure,Copper Hydroxide used during Flowering stage under Hot conditions for Critical Early Blight. Outcome: Failure. Recommended.
8dedf9f6,5/10/2025,Potato,Early Blight,Seedling,Dry/Sunny,Critical,Bacillus subtilis,Organic,3.0 pts/acre,35,Failure,Bacillus subtilis used during Seedling stage under Dry/Sunny conditions for Critical Early Blight. Outcome: Failure. Recommended.
739b0f66,9/24/2025,Potato,Early Blight,Harvest Ready,Hot,Critical,Mancozeb (Dithane),Chemical,3.0 pts/acre,21,Failure,Mancozeb (Dithane) used during Harvest Ready stage under Hot conditions for Critical Early Blight. Outcome: Failure. unsafe due to PHI (5 days).
b46977d3,10/13/2025,Potato,Late Blight,Harvest Ready,Cold,Moderate,Ridomil Gold,Chemical,2.0 pts/acre,54,Failure,Ridomil Gold used during Harvest Ready stage under Cold conditions for Moderate Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
10116225,12/30/2025,Potato,Late Blight,Harvest Ready,Cold,Low,Ridomil Gold,Chemical,2.0 pts/acre,54,Failure,Ridomil Gold used during Harvest Ready stage under Cold conditions for Low Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
4eb6aa68,4/18/2025,Grape,Leaf Blight,Seedling,Hot,Moderate,Mancozeb,Chemical,2.0 pts/acre,20,Success,Mancozeb used during Seedling stage under Hot conditions for Moderate Leaf Blight. Outcome: Success. Recommended.
987bdf81,6/15/2025,Potato,Early Blight,Vegetative,Humid,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,25,Partial Control,Mancozeb (Dithane) used during Vegetative stage under Humid conditions for High Early Blight. Outcome: Partial Control. Recommended.
b05c3135,3/31/2025,Grape,Black Rot,Fruiting,Rainy,Moderate,Lime Sulfur,Organic,2.0 pts/acre,16,Failure,Lime Sulfur used during Fruiting stage under Rainy conditions for Moderate Black Rot. Outcome: Failure. Recommended.
b783baa6,11/4/2025,Grape,Esca (Black Measles),Fruiting,Cold,Critical,Pruning & Sanitation,Mechanical,3.0 pts/acre,101,Partial Control,Pruning & Sanitation used during Fruiting stage under Cold conditions for Critical Esca (Black Measles). Outcome: Partial Control. Recommended.
08faaf3e,12/30/2025,Potato,Early Blight,Flowering,Dry/Sunny,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,26,Success,Chlorothalonil (Bravo) used during Flowering stage under Dry/Sunny conditions for High Early Blight. Outcome: Success. Recommended.
c7f500db,9/26/2025,Apple,Cedar Apple Rust,Flowering,Rainy,Low,Myclobutanil,Chemical,2.0 pts/acre,35,Success,Myclobutanil used during Flowering stage under Rainy conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
a9c8be39,11/28/2025,Tomato,Bacterial Spot,Fruiting,Humid,Critical,Bacteriophages,Organic,3.0 pts/acre,53,Failure,Bacteriophages used during Fruiting stage under Humid conditions for Critical Bacterial Spot. Outcome: Failure. Recommended.
5bc198db,4/29/2025,Tomato,Late Blight,Harvest Ready,Dry/Sunny,Critical,Fixed Copper,Organic,3.0 pts/acre,14,Failure,Fixed Copper used during Harvest Ready stage under Dry/Sunny conditions for Critical Late Blight. Outcome: Failure. Recommended.
8b2a0371,4/24/2025,Potato,Early Blight,Flowering,Rainy,Critical,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,40,Success,Azoxystrobin (Quadris) used during Flowering stage under Rainy conditions for Critical Early Blight. Outcome: Success. Recommended.
2c302c28,11/24/2025,Tomato,Bacterial Spot,Flowering,Cold,Moderate,Bacteriophages,Organic,2.0 pts/acre,51,Partial Control,Bacteriophages used during Flowering stage under Cold conditions for Moderate Bacterial Spot. Outcome: Partial Control. Recommended.
95f11c10,10/23/2025,Apple,Black Rot,Seedling,Cold,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,28,Success,Thiophanate-methyl used during Seedling stage under Cold conditions for Low Black Rot. Outcome: Success. Recommended.
4fcfb128,3/20/2025,Grape,Leaf Blight,Flowering,Humid,Moderate,Copper Oxychloride,Chemical,2.0 pts/acre,17,Partial Control,Copper Oxychloride used during Flowering stage under Humid conditions for Moderate Leaf Blight. Outcome: Partial Control. Recommended.
0ec0f234,11/11/2025,Grape,Leaf Blight,Fruiting,Cold,High,Mancozeb,Chemical,3.0 pts/acre,17,Partial Control,Mancozeb used during Fruiting stage under Cold conditions for High Leaf Blight. Outcome: Partial Control. Recommended.
d9200ebd,2/5/2026,Tomato,Bacterial Spot,Vegetative,Cold,Critical,Copper + Mancozeb,Chemical,3.0 pts/acre,26,Success,Copper + Mancozeb used during Vegetative stage under Cold conditions for Critical Bacterial Spot. Outcome: Success. Recommended.
8.15E+14,1/21/2026,Potato,Late Blight,Vegetative,Cold,Moderate,Propamocarb,Chemical,2.0 pts/acre,45,Success,Propamocarb used during Vegetative stage under Cold conditions for Moderate Late Blight. Outcome: Success. Recommended.
3796e3b2,9/4/2025,Apple,Black Rot,Vegetative,Dry/Sunny,High,Thiophanate-methyl,Chemical,3.0 pts/acre,37,Success,Thiophanate-methyl used during Vegetative stage under Dry/Sunny conditions for High Black Rot. Outcome: Success. Recommended.
0cd4a8de,10/28/2025,Apple,Cedar Apple Rust,Vegetative,Humid,Low,Myclobutanil,Chemical,2.0 pts/acre,42,Success,Myclobutanil used during Vegetative stage under Humid conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
2e381941,11/14/2025,Potato,Late Blight,Fruiting,Humid,Moderate,Fixed Copper,Organic,2.0 pts/acre,13,Partial Control,Fixed Copper used during Fruiting stage under Humid conditions for Moderate Late Blight. Outcome: Partial Control. Recommended.
23f78fe9,9/20/2025,Apple,Cedar Apple Rust,Seedling,Hot,Low,Myclobutanil,Chemical,2.0 pts/acre,33,Success,Myclobutanil used during Seedling stage under Hot conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
54ce6ca3,1/31/2026,Potato,Early Blight,Flowering,Rainy,High,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,46,Partial Control,Azoxystrobin (Quadris) used during Flowering stage under Rainy conditions for High Early Blight. Outcome: Partial Control. Recommended.
795cf0d8,3/24/2025,Apple,Apple Scab,Seedling,Hot,High,Captan,Chemical,3.0 pts/acre,19,Partial Control,Captan used during Seedling stage under Hot conditions for High Apple Scab. Outcome: Partial Control. Recommended.
8ef7aa41,9/6/2025,Apple,Black Rot,Harvest Ready,Rainy,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,35,Partial Control,Thiophanate-methyl used during Harvest Ready stage under Rainy conditions for Low Black Rot. Outcome: Partial Control. Recommended.
fbbcfe62,5/18/2025,Tomato,Early Blight,Harvest Ready,Rainy,High,Mancozeb (Dithane),Chemical,3.0 pts/acre,21,Failure,Mancozeb (Dithane) used during Harvest Ready stage under Rainy conditions for High Early Blight. Outcome: Failure. unsafe due to PHI (5 days).
e44a3d74,7/29/2025,Apple,Apple Scab,Fruiting,Cold,Moderate,Sulfur,Organic,2.0 pts/acre,13,Partial Control,Sulfur used during Fruiting stage under Cold conditions for Moderate Apple Scab. Outcome: Partial Control. Recommended.
7340d902,3/6/2025,Tomato,Bacterial Spot,Harvest Ready,Humid,High,Agri-Mycin,Chemical,3.0 pts/acre,32,Partial Control,Agri-Mycin used during Harvest Ready stage under Humid conditions for High Bacterial Spot. Outcome: Partial Control. Recommended.
2aca9b9c,6/23/2025,Tomato,Early Blight,Seedling,Dry/Sunny,Low,Mancozeb (Dithane),Chemical,2.0 pts/acre,16,Success,Mancozeb (Dithane) used during Seedling stage under Dry/Sunny conditions for Low Early Blight. Outcome: Success. Recommended.
9696dd66,9/9/2025,Potato,Late Blight,Seedling,Cold,High,Propamocarb,Chemical,3.0 pts/acre,42,Success,Propamocarb used during Seedling stage under Cold conditions for High Late Blight. Outcome: Success. Recommended.
ff9b3691,7/6/2025,Grape,Leaf Blight,Vegetative,Cold,Critical,Mancozeb,Chemical,3.0 pts/acre,20,Success,Mancozeb used during Vegetative stage under Cold conditions for Critical Leaf Blight. Outcome: Success. Recommended.
a13e21ad,6/10/2025,Potato,Early Blight,Vegetative,Hot,Moderate,Copper Hydroxide,Organic,2.0 pts/acre,13,Partial Control,Copper Hydroxide used during Vegetative stage under Hot conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
4d574eeb,7/18/2025,Grape,Leaf Blight,Seedling,Humid,Moderate,Mancozeb,Chemical,2.0 pts/acre,16,Success,Mancozeb used during Seedling stage under Humid conditions for Moderate Leaf Blight. Outcome: Success. Recommended.
cdb15365,12/31/2025,Tomato,Late Blight,Harvest Ready,Humid,Moderate,Fixed Copper,Organic,2.0 pts/acre,10,Partial Control,Fixed Copper used during Harvest Ready stage under Humid conditions for Moderate Late Blight. Outcome: Partial Control. Recommended.
1b2182f1,12/24/2025,Apple,Black Rot,Harvest Ready,Rainy,Low,Captan,Chemical,2.0 pts/acre,20,Partial Control,Captan used during Harvest Ready stage under Rainy conditions for Low Black Rot. Outcome: Partial Control. Recommended.
33916c82,8/10/2025,Tomato,Late Blight,Fruiting,Hot,High,Propamocarb,Chemical,3.0 pts/acre,45,Success,Propamocarb used during Fruiting stage under Hot conditions for High Late Blight. Outcome: Success. Recommended.
06c98476,10/9/2025,Potato,Late Blight,Vegetative,Dry/Sunny,Moderate,Fixed Copper,Organic,2.0 pts/acre,20,Partial Control,Fixed Copper used during Vegetative stage under Dry/Sunny conditions for Moderate Late Blight. Outcome: Partial Control. Recommended.
914fa27b,12/27/2025,Apple,Cedar Apple Rust,Harvest Ready,Dry/Sunny,Low,Propiconazole,Chemical,2.0 pts/acre,30,Failure,Propiconazole used during Harvest Ready stage under Dry/Sunny conditions for Low Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
bbc85c1f,10/10/2025,Tomato,Bacterial Spot,Flowering,Cold,Moderate,Copper + Mancozeb,Chemical,2.0 pts/acre,28,Success,Copper + Mancozeb used during Flowering stage under Cold conditions for Moderate Bacterial Spot. Outcome: Success. Recommended.
37a57806,1/23/2026,Apple,Apple Scab,Fruiting,Hot,High,Myclobutanil,Chemical,3.0 pts/acre,33,Success,Myclobutanil used during Fruiting stage under Hot conditions for High Apple Scab. Outcome: Success. Recommended.
4972b57f,8/1/2025,Apple,Cedar Apple Rust,Flowering,Hot,Moderate,Propiconazole,Chemical,2.0 pts/acre,27,Success,Propiconazole used during Flowering stage under Hot conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
a3df2df1,8/15/2025,Potato,Early Blight,Harvest Ready,Hot,Moderate,Copper Hydroxide,Organic,2.0 pts/acre,13,Partial Control,Copper Hydroxide used during Harvest Ready stage under Hot conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
f646243b,6/19/2025,Apple,Cedar Apple Rust,Fruiting,Humid,Low,Myclobutanil,Chemical,2.0 pts/acre,35,Success,Myclobutanil used during Fruiting stage under Humid conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
5f375514,4/30/2025,Potato,Late Blight,Fruiting,Rainy,Critical,Fixed Copper,Organic,3.0 pts/acre,18,Failure,Fixed Copper used during Fruiting stage under Rainy conditions for Critical Late Blight. Outcome: Failure. Recommended.
66e08a5c,8/11/2025,Grape,Leaf Blight,Seedling,Hot,Low,Copper Oxychloride,Chemical,2.0 pts/acre,21,Partial Control,Copper Oxychloride used during Seedling stage under Hot conditions for Low Leaf Blight. Outcome: Partial Control. Recommended.
5077b66c,5/15/2025,Apple,Black Rot,Seedling,Hot,High,Thiophanate-methyl,Chemical,3.0 pts/acre,28,Success,Thiophanate-methyl used during Seedling stage under Hot conditions for High Black Rot. Outcome: Success. Recommended.
0770cc28,5/16/2025,Potato,Late Blight,Flowering,Hot,Moderate,Propamocarb,Chemical,2.0 pts/acre,45,Success,Propamocarb used during Flowering stage under Hot conditions for Moderate Late Blight. Outcome: Success. Recommended.
2c076d01,5/19/2025,Grape,Esca (Black Measles),Vegetative,Rainy,Low,Trichoderma species,Organic,2.0 pts/acre,38,Failure,Trichoderma species used during Vegetative stage under Rainy conditions for Low Esca (Black Measles). Outcome: Failure. Recommended.
c9ea9dc8,1/7/2026,Grape,Black Rot,Harvest Ready,Cold,Critical,Lime Sulfur,Organic,3.0 pts/acre,15,Failure,Lime Sulfur used during Harvest Ready stage under Cold conditions for Critical Black Rot. Outcome: Failure. Recommended.
e978fce1,11/21/2025,Potato,Early Blight,Seedling,Dry/Sunny,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,24,Success,Chlorothalonil (Bravo) used during Seedling stage under Dry/Sunny conditions for High Early Blight. Outcome: Success. Recommended.
6206ecb5,2/4/2026,Apple,Black Rot,Harvest Ready,Humid,High,Lime Sulfur,Organic,3.0 pts/acre,9,Failure,Lime Sulfur used during Harvest Ready stage under Humid conditions for High Black Rot. Outcome: Failure. Recommended.
676b749e,12/27/2025,Potato,Early Blight,Harvest Ready,Cold,Moderate,Copper Hydroxide,Organic,2.0 pts/acre,10,Partial Control,Copper Hydroxide used during Harvest Ready stage under Cold conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
a5b57981,1/27/2026,Apple,Black Rot,Harvest Ready,Humid,Low,Thiophanate-methyl,Chemical,2.0 pts/acre,29,Success,Thiophanate-methyl used during Harvest Ready stage under Humid conditions for Low Black Rot. Outcome: Success. Recommended.
e5ddb2f2,6/29/2025,Tomato,Early Blight,Seedling,Cold,Moderate,Bacillus subtilis,Organic,2.0 pts/acre,27,Partial Control,Bacillus subtilis used during Seedling stage under Cold conditions for Moderate Early Blight. Outcome: Partial Control. Recommended.
2d699fc8,3/14/2025,Tomato,Bacterial Spot,Fruiting,Rainy,Critical,Bacteriophages,Organic,3.0 pts/acre,47,Failure,Bacteriophages used during Fruiting stage under Rainy conditions for Critical Bacterial Spot. Outcome: Failure. Recommended.
2660de52,6/28/2025,Apple,Cedar Apple Rust,Fruiting,Humid,Low,Propiconazole,Chemical,2.0 pts/acre,31,Success,Propiconazole used during Fruiting stage under Humid conditions for Low Cedar Apple Rust. Outcome: Success. Recommended.
9760bcc0,12/20/2025,Grape,Esca (Black Measles),Seedling,Dry/Sunny,High,Pruning & Sanitation,Mechanical,3.0 pts/acre,95,Partial Control,Pruning & Sanitation used during Seedling stage under Dry/Sunny conditions for High Esca (Black Measles). Outcome: Partial Control. Recommended.
958f4efa,7/29/2025,Tomato,Early Blight,Fruiting,Hot,Critical,Bacillus subtilis,Organic,3.0 pts/acre,35,Failure,Bacillus subtilis used during Fruiting stage under Hot conditions for Critical Early Blight. Outcome: Failure. Recommended.
340f1e89,11/5/2025,Grape,Esca (Black Measles),Harvest Ready,Hot,Low,Pruning & Sanitation,Mechanical,2.0 pts/acre,105,Partial Control,Pruning & Sanitation used during Harvest Ready stage under Hot conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
d5bbe8b8,7/18/2025,Apple,Apple Scab,Vegetative,Cold,Critical,Sulfur,Organic,3.0 pts/acre,7,Failure,Sulfur used during Vegetative stage under Cold conditions for Critical Apple Scab. Outcome: Failure. Recommended.
1fe3f3dd,7/6/2025,Apple,Apple Scab,Flowering,Cold,Low,Myclobutanil,Chemical,2.0 pts/acre,43,Success,Myclobutanil used during Flowering stage under Cold conditions for Low Apple Scab. Outcome: Success. Recommended.
bf835564,8/12/2025,Grape,Black Rot,Harvest Ready,Hot,Moderate,Lime Sulfur,Organic,2.0 pts/acre,7,Partial Control,Lime Sulfur used during Harvest Ready stage under Hot conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
252e6e21,5/1/2025,Apple,Cedar Apple Rust,Fruiting,Hot,Moderate,Myclobutanil,Chemical,2.0 pts/acre,38,Success,Myclobutanil used during Fruiting stage under Hot conditions for Moderate Cedar Apple Rust. Outcome: Success. Recommended.
059d300e,10/5/2025,Grape,Black Rot,Vegetative,Rainy,Low,Captan,Chemical,2.0 pts/acre,23,Partial Control,Captan used during Vegetative stage under Rainy conditions for Low Black Rot. Outcome: Partial Control. Recommended.
3961ee3d,6/28/2025,Apple,Black Rot,Vegetative,Rainy,Moderate,Lime Sulfur,Organic,2.0 pts/acre,16,Failure,Lime Sulfur used during Vegetative stage under Rainy conditions for Moderate Black Rot. Outcome: Failure. Recommended.
900cdb7b,12/18/2025,Potato,Late Blight,Fruiting,Humid,Low,Fixed Copper,Organic,2.0 pts/acre,16,Partial Control,Fixed Copper used during Fruiting stage under Humid conditions for Low Late Blight. Outcome: Partial Control. Recommended.
568c5a9b,6/28/2025,Potato,Early Blight,Seedling,Hot,Low,Chlorothalonil (Bravo),Chemical,2.0 pts/acre,22,Success,Chlorothalonil (Bravo) used during Seedling stage under Hot conditions for Low Early Blight. Outcome: Success. Recommended.
6bf3819c,2/14/2026,Apple,Cedar Apple Rust,Flowering,Rainy,Critical,Myclobutanil,Chemical,3.0 pts/acre,36,Success,Myclobutanil used during Flowering stage under Rainy conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
143c2028,5/12/2025,Potato,Early Blight,Fruiting,Hot,High,Copper Hydroxide,Organic,3.0 pts/acre,19,Partial Control,Copper Hydroxide used during Fruiting stage under Hot conditions for High Early Blight. Outcome: Partial Control. Recommended.
312b33ce,1/29/2026,Potato,Late Blight,Vegetative,Cold,High,Fixed Copper,Organic,3.0 pts/acre,15,Partial Control,Fixed Copper used during Vegetative stage under Cold conditions for High Late Blight. Outcome: Partial Control. Recommended.
80b56ca8,3/29/2025,Apple,Black Rot,Harvest Ready,Rainy,Moderate,Thiophanate-methyl,Chemical,2.0 pts/acre,32,Partial Control,Thiophanate-methyl used during Harvest Ready stage under Rainy conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
0a3abd73,1/26/2026,Grape,Leaf Blight,Seedling,Dry/Sunny,Low,Mancozeb,Chemical,2.0 pts/acre,21,Success,Mancozeb used during Seedling stage under Dry/Sunny conditions for Low Leaf Blight. Outcome: Success. Recommended.
486a4d6d,6/11/2025,Tomato,Early Blight,Vegetative,Rainy,Critical,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,22,Partial Control,Chlorothalonil (Bravo) used during Vegetative stage under Rainy conditions for Critical Early Blight. Outcome: Partial Control. Recommended.
0d9029a7,9/13/2025,Apple,Cedar Apple Rust,Flowering,Dry/Sunny,Critical,Myclobutanil,Chemical,3.0 pts/acre,33,Success,Myclobutanil used during Flowering stage under Dry/Sunny conditions for Critical Cedar Apple Rust. Outcome: Success. Recommended.
091496c2,8/22/2025,Tomato,Early Blight,Vegetative,Rainy,Low,Bacillus subtilis,Organic,2.0 pts/acre,35,Failure,Bacillus subtilis used during Vegetative stage under Rainy conditions for Low Early Blight. Outcome: Failure. Recommended.
6f604279,9/29/2025,Grape,Esca (Black Measles),Vegetative,Cold,Low,Trichoderma species,Organic,2.0 pts/acre,43,Partial Control,Trichoderma species used during Vegetative stage under Cold conditions for Low Esca (Black Measles). Outcome: Partial Control. Recommended.
6650314b,10/7/2025,Grape,Esca (Black Measles),Flowering,Humid,High,Trichoderma species,Organic,3.0 pts/acre,44,Failure,Trichoderma species used during Flowering stage under Humid conditions for High Esca (Black Measles). Outcome: Failure. Recommended.
9851c046,1/8/2026,Grape,Black Rot,Flowering,Hot,Moderate,Lime Sulfur,Organic,2.0 pts/acre,10,Partial Control,Lime Sulfur used during Flowering stage under Hot conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
b6c0a38d,11/4/2025,Potato,Late Blight,Harvest Ready,Hot,Critical,Propamocarb,Chemical,3.0 pts/acre,44,Failure,Propamocarb used during Harvest Ready stage under Hot conditions for Critical Late Blight. Outcome: Failure. unsafe due to PHI (5 days).
dc7952c2,11/8/2025,Tomato,Early Blight,Flowering,Rainy,Moderate,Azoxystrobin (Quadris),Chemical,2.0 pts/acre,49,Success,Azoxystrobin (Quadris) used during Flowering stage under Rainy conditions for Moderate Early Blight. Outcome: Success. Recommended.
cf752a69,7/28/2025,Grape,Esca (Black Measles),Vegetative,Hot,Moderate,Trichoderma species,Organic,2.0 pts/acre,35,Partial Control,Trichoderma species used during Vegetative stage under Hot conditions for Moderate Esca (Black Measles). Outcome: Partial Control. Recommended.
e33bca69,5/4/2025,Potato,Late Blight,Harvest Ready,Humid,Low,Fixed Copper,Organic,2.0 pts/acre,12,Partial Control,Fixed Copper used during Harvest Ready stage under Humid conditions for Low Late Blight. Outcome: Partial Control. Recommended.
40b7784b,9/13/2025,Tomato,Early Blight,Vegetative,Humid,Low,Mancozeb (Dithane),Chemical,2.0 pts/acre,20,Success,Mancozeb (Dithane) used during Vegetative stage under Humid conditions for Low Early Blight. Outcome: Success. Recommended.
5c986aa0,9/13/2025,Apple,Apple Scab,Harvest Ready,Dry/Sunny,Critical,Sulfur,Organic,3.0 pts/acre,11,Failure,Sulfur used during Harvest Ready stage under Dry/Sunny conditions for Critical Apple Scab. Outcome: Failure. Recommended.
261dfeda,3/1/2025,Apple,Cedar Apple Rust,Harvest Ready,Cold,Critical,Propiconazole,Chemical,3.0 pts/acre,25,Failure,Propiconazole used during Harvest Ready stage under Cold conditions for Critical Cedar Apple Rust. Outcome: Failure. unsafe due to PHI (14 days).
fd378eeb,12/19/2025,Grape,Black Rot,Seedling,Dry/Sunny,Moderate,Thiophanate-methyl,Chemical,2.0 pts/acre,35,Success,Thiophanate-methyl used during Seedling stage under Dry/Sunny conditions for Moderate Black Rot. Outcome: Success. Recommended.
757af8a7,8/22/2025,Potato,Late Blight,Fruiting,Dry/Sunny,High,Propamocarb,Chemical,3.0 pts/acre,44,Success,Propamocarb used during Fruiting stage under Dry/Sunny conditions for High Late Blight. Outcome: Success. Recommended.
d4289b7e,4/12/2025,Tomato,Bacterial Spot,Flowering,Dry/Sunny,Low,Copper + Mancozeb,Chemical,2.0 pts/acre,23,Success,Copper + Mancozeb used during Flowering stage under Dry/Sunny conditions for Low Bacterial Spot. Outcome: Success. Recommended.
6f4bdf0c,5/20/2025,Apple,Black Rot,Vegetative,Cold,Moderate,Lime Sulfur,Organic,2.0 pts/acre,15,Partial Control,Lime Sulfur used during Vegetative stage under Cold conditions for Moderate Black Rot. Outcome: Partial Control. Recommended.
b3ede15b,3/5/2025,Potato,Late Blight,Flowering,Hot,Moderate,Propamocarb,Chemical,2.0 pts/acre,35,Success,Propamocarb used during Flowering stage under Hot conditions for Moderate Late Blight. Outcome: Success. Recommended.
15bb4b37,9/5/2025,Grape,Esca (Black Measles),Vegetative,Humid,High,Trichoderma species,Organic,3.0 pts/acre,41,Failure,Trichoderma species used during Vegetative stage under Humid conditions for High Esca (Black Measles). Outcome: Failure. Recommended.
75854abd,11/23/2025,Apple,Apple Scab,Seedling,Rainy,Critical,Captan,Chemical,3.0 pts/acre,20,Partial Control,Captan used during Seedling stage under Rainy conditions for Critical Apple Scab. Outcome: Partial Control. Recommended.
a8515377,5/31/2025,Potato,Early Blight,Vegetative,Cold,High,Chlorothalonil (Bravo),Chemical,3.0 pts/acre,30,Success,Chlorothalonil (Bravo) used during Vegetative stage under Cold conditions for High Early Blight. Outcome: Success. Recommended.
272590d7,8/7/2025,Apple,Black Rot,Vegetative,Humid,High,Thiophanate-methyl,Chemical,3.0 pts/acre,31,Success,Thiophanate-methyl used during Vegetative stage under Humid conditions for High Black Rot. Outcome: Success. Recommended.
74ea1ac7,5/15/2025,Potato,Late Blight,Flowering,Humid,Critical,Propamocarb,Chemical,3.0 pts/acre,44,Success,Propamocarb used during Flowering stage under Humid conditions for Critical Late Blight. Outcome: Success. Recommended.
bad8adc2,10/22/2025,Potato,Early Blight,Fruiting,Cold,High,Azoxystrobin (Quadris),Chemical,3.0 pts/acre,48,Success,Azoxystrobin (Quadris) used during Fruiting stage under Cold conditions for High Early Blight. Outcome: Success. Recommended.
e2bf5197,9/29/2025,Grape,Esca (Black Measles),Harvest Ready,Cold,High,Trichoderma species,Organic,3.0 pts/acre,41,Failure,Trichoderma species used during Harvest Ready stage under Cold conditions for High Esca (Black Measles). Outcome: Failure. Recommended.
a517b0fb,10/14/2025,Tomato,Late Blight,Fruiting,Dry/Sunny,High,Fixed Copper,Organic,3.0 pts/acre,12,Partial Control,Fixed Copper used during Fruiting stage under Dry/Sunny conditions for High Late Blight. Outcome: Partial Control. Recommended.
717fafaa,2/16/2026,Apple,Apple Scab,Seedling,Humid,Low,Sulfur,Organic,2.0 pts/acre,6,Partial Control,Sulfur used during Seedling stage under Humid conditions for Low Apple Scab. Outcome: Partial Control. Recommended.
3b0ff54f,6/14/2025,Potato,Late Blight,Vegetative,Rainy,Critical,Fixed Copper,Organic,3.0 pts/acre,13,Failure,Fixed Copper used during Vegetative stage under Rainy conditions for Critical Late Blight. Outcome: Failure. Recommended.
